ADAM17 AKT AKT_1 AKT_PIK3C AKT_SGK ALK ALK_2 ALK_IGFR AR AR_1 ATM ATR_1 ATR_2 ATR_3 ATR_4 Azacytidine BCL2 BCL2_2 BCL2_3 BCL2_BCL2L1 BCL2_BCL2L1_BCL2L2 BCL2L1 BIRC5 BRAF_2 BRAF_M BRAF_M2 BRAF_VEGFR2 Carboplatin CarboTaxol CD19 CHEK1 CHK1 Chloroquine Cisplatin CSNK2A1 CSNK2A1_2 Docetaxel Doxorubicin EG5 EGFR EGFR_2 ERBB ESR1 ESR1_1 ESR1_2 ESR1_3 FASN FGFR FGFR4 FNTA_FNTB FOLFIRI FOLFOX Gemcitabine gSEC HDAC_4 HDAC1_HDAC3 HSP90 IAP IAP_2 IGFR_2 IGFR_3 IGFR_4 IKBK JAK MAP2K MAP2K_1 MAP2K_3 MAP2K_RAF MET MET_2 MET_ALK MTOR MTOR_1 MTOR_2 MTOR_3 MTOR_4 MTOR_5 NAE Oxaliplatin PARP1 PARP1_2 PDGFR_Ab PI3KCD PIK3C PIK3C_2 PIK3C_MTOR PIK3C_MTOR_2 PIK3CA_2 PIK3CA_3 PIK3CA_4 PIK3CB PIK3CB_PIK3CD PIM1 PIP5K1 PRKC PRKDC_2 Proteasome Proteasome_2 PTK2 PTK2_2 SLC16A4 SN38 SRC SYK TKI TKI_2 TNF TNFSF10 TNKS_PARP6 TOP2 TOP2_2 Topotecan TTK TYMS VEGF Vinorelbine WEE1 WNT
CAL-51 54.5151446768567 54.5230213410642 55.2509464768492 10.8119915502178 53.434122582988 14.9064797756171 16.4760154709908 33.2531072678613 10.5288535113359 12.5122200454123 25.331335932181 9.56190776482308 9.00023696466815 2.91805269532211 52.1953580317113 8.28990381149701 20.1277301077813 31.8817375553877 14.033079315794 56.3824668006491 13.4359896477114 24.8432148185907 11.8297262342753 7.28814550941608 5.41115501970333 37.0827712743914 12.4119083915297 10.0497359153985 10.5757948588577 9.6485446375836 16.5764451403507 9.37416983189785 20.9741685541053 28.9080268791895 14.7322067603548 37.6158771644462 3.4074558330862 11.6320293445264 27.5353878980428 49.970594871183 21.3467873562201 48.1594174765903 60.7800446032516 23.3022419732979 12.4828794710332 21.7133237541591 58.7166563594509 46.310663826779 3.8212350563851 11.6981484547731 3.98713975455771 4.86879326705855 21.7145458615758 7.88156746055488 36.2506903794175 13.1084639565816 36.4639275465107 76.4751145211366 83.3587639388709 3.83754015708579 2.69412468125444 6.49254844164647 1.8995706846427 17.7011811032328 11.5317353888006 54.1015769071456 28.2237737688754 10.3012372788593 11.3636253151456 12.1436520344124 14.9966822915116 12.4734595671731 59.5522885313994 16.5198292079238 16.9331425725358 7.61671702138642 11.9156715664155 14.1028741798315 11.4480416587019 73.5434088472298 16.2410431111632 14.410855168574 13.1910667213332 50.5136697719939 62.8674195464768 19.3439962967723 12.5931861233892 9.00544195171718 0.738304653484305 52.1542011449403 18.1497960325827 61.8450292045769 78.8632057613501 50.0709370303178 9.48502519769965 5.06391860759048 10.5979544655225 15.5586064215573 4.5374446844314 6.39745703024901 70.2227776345672 10.1619240295511 20.4730664815161 2.42883522055949 8.63183759820179 10.416817499603 28.5322884182281 72.5571153816586 43.7717002773788 0.689093124415566 13.5674110153618 12.3271157333339 2.84522874110242 4.12920747923028 3.14420330333215 10.9650188214326 11.4043704673136 17.7364183151128
Calu-3 18.4009903801685 3.00002074789599 29.1031678131091 3.4370778721953 23.9333461945534 40.3012919117461 61.4634902069619 23.043220896189 12.8997050377844 15.3949729908043 6.4731822417267 19.2249033190569 15.6878758265791 12.5799249226978 50.266918058536 11.6131362671206 29.9239687737287 45.723974705217 6.71826589660954 25.8139661162759 13.2170164769078 68.9927300452392 8.37748110136948 11.3224396999171 44.9248095910248 35.5591181864188 16.3608446743424 11.0006041110609 40.133921068302 5.79034568843991 60.889041791299 3.49472989134493 17.8889301787006 15.2238435140049 5.20148881591154 69.1457905383137 41.2685126616865 79.1719183013902 12.9124184423679 28.0520673712446 4.21631600988003e-05 78.8503675026862 16.402718831037 15.8508566759148 2.33618025301821 8.48132523122628 17.7160955966257 38.0836262561875 9.64177040958596 7.17912591745179 10.7924739057275 23.9901254068591 4.47591006169811e-06 6.95228391124969 21.6835627109829 7.44003688557459 19.481357533938 63.6324556917584 12.1010936937262 58.2464569545618 19.3963759057879 20.3190035624848 9.8478540577061 32.4491271438518 9.95688522031409 50.9308441419688 99.9998400484918 16.5963624189434 20.9453173302034 9.19835476973738 5.13953035283373e-05 13.0005350759948 49.9999805332291 5.92607427067965 15.4822748296762 5.03737215181101 6.45715814989335 7.76777326197872 23.1565571641992 15.0009940562974 44.7941445795507 12.696853118536 3.81543142394298 44.7795427618395 33.304802323675 19.2642245418947 2.45465671574122 21.9021829466919 69.0979943886988 25.0699157254732 31.7507161242418 30.2044941060225 19.4377555319972 20.538377021392 10.8902211627563 22.5021698393521 10.0887542563066 10.3989276596657 18.8863826512486 22.7601011103658 16.8677627359209 23.9830522542762 4.38198448711949 6.45936797890306e-05 9.32863371130817 5.08127950865156 22.9432255537146 2.20064573933961 15.6334037572288 20.3679610823229 91.2283842498041 77.0525358338235 -3.61535820445538 16.7968197658448 15.3484159820659 91.6222666797361 3.22692960998159 1.29519747570134e-05
Calu-6 85.6513362351646 0.000152540667989643 38.6858342577994 4.02032519481408 18.6482218336839 63.079939796337 82.0671420230702 21.4445018477924 9.34207689368762 11.127315609682 11.3295635436933 11.2541152694595 2.89551113844585 2.24961588911828 27.9125576431079 7.79538297889883 21.6759387154497 26.0713298249081 7.75253439654646 21.8277503722726 9.63964382479755 25.34021945648 6.00682564569565 7.61204512387848 22.527187642823 21.7092134779088 8.08417098568214 20.2910319108689 31.0755800815586 7.0526897643454 53.8497027012595 6.21050339016285 11.063198694709 13.4073267803563 17.159909454543 49.5945179644034 40.9800428246565 64.5415353706015 14.4544519541125 15.8739963282717 34.111285154993 77.0000204543525 26.4649549833559 8.13334136899218 5.48307668997253 8.99339434225171 22.3587685941282 30.04215143695 7.48829199637158 5.18087624614847 10.46287616908 19.1299963905577 33.7182265740541 6.94540836221435 13.0401683130499 5.5321944506972 17.5139578949992 41.480165045237 7.10579457192399 29.2217491242618 10.7304194243092 14.9792451111024 5.01822123154373 23.9565925022853 5.90854684677068 49.9999817648982 6.97658659251766 3.84056899476612 6.8197451967752 7.26385877728771 12.5093578620018 6.8522667929975 99.9994335504452 7.84880455340622 4.97433822072491 6.32294005823483 4.84219832757096 5.39212245517952 9.68138163235529 2.59570747083544 24.4324573121236 9.54674318718583 5.4525837399522 29.007624155336 17.8578040559171 10.8542661534834 5.71030559410374 11.9559455528601 24.521158564741 21.6517468781066 26.7128372941941 23.0935857797926 23.2694477931915 18.2838642487384 8.16610038246444 10.2982542352369 7.73917572579486 12.1538564055422 3.54147556397379 15.0550460895522 25.9496410217127 11.408572126818 10.9360095011804 26.7099040752574 12.8447782129844 5.79223608071855 8.43911295184949 24.6033652686769 18.7188430115488 20.1423533319928 58.0994749777608 60.3945118605346 -6.63100728587825 6.31678404855591 2.54037772012203 55.7011855933485 6.85503861230504 6.95994480570562
CAMA-1 34.3911133747731 55.6002524966842 58.1904928788104 51.7018208622132 49.3706881050526 10.0840142934739 3.11957570454728 40.3058576240554 7.56899933039594 8.99445526491805 19.7278405848545 12.5562518902428 14.4414201352968 6.69982651884766 27.4615134257846 68.2062719858458 15.3499382215021 9.45129526261292 73.9051591416638 47.9754743781153 64.8095673333027 17.3853514656983 70.4504216137494 37.0040642905444 13.1135849317125 71.7522401213537 69.9291710828003 79.3308313654472 61.4000671889663 68.010266060992 46.4079533450846 59.5745492868253 44.5853435957287 25.0516937159954 15.4253052883883 15.2515157014296 24.2373087855191 18.5572014908212 23.6789567239557 45.4851258435248 32.9652018003392 46.641552793971 31.2670046022967 49.0903326250846 74.1200567033929 59.4819824996947 43.1831738827581 49.601313967237 11.2353702881478 60.3755878610976 8.10020022932031 12.3957959305369 50.6007031042814 57.9878706646661 66.2801434362164 57.772392255866 70.7659407502173 44.1001221016967 4.50636321463193 13.2606139625076 10.2733101883121 12.3744542774735 9.93059800513029 52.2449048529671 72.3059175335342 44.3671204957627 25.4284412968888 69.2490570604499 77.241899755277 77.0740063426811 77.5506550084119 14.732544753973 58.6814656459055 75.7310936570054 64.3792064890433 58.6353187481324 71.8898928288708 71.8963069507132 15.4741767737797 39.4260438605353 21.6064928791438 44.7523564833317 75.5530559171567 55.4857092698647 49.2760015821418 74.9371892759674 47.6553343579297 14.7171432718487 7.83853902268037 48.2514472658678 11.507711563761 53.292469162125 39.7122227880495 34.0075155179178 75.3994680814711 10.8016505798475 66.8942104601819 74.9851352480305 8.4974937989921 12.6626731998225 47.0168148409326 10.8513945462376 15.7023890558135 9.89052862313884 47.3901402379637 46.0837922655929 15.277119487076 6.66356429898783 43.5204871940532 3.788715801239 13.9655442379216 10.5766956150422 5.0548505809498 11.262792968452 15.1621171946674 12.1984688773021 79.2683267467443 17.539585004461
COLO-205 10.1253712217232 33.7216448969478 1.59542433598138 1.77554550729717 1.58810370980339 10.901812123855 7.18217988924318 8.54946879765786 2.11395187978989 2.46167930987915 1.40816725323887 14.291096025488 6.07304778791709 5.37898950420063 12.6099562062424 1.77681665147422 26.0720853244829 5.93044223671925 3.58198419920858 12.1852025221467 4.14347047725768 10.9565672409445 3.80767418517871 2.00888916551214 1.31937779527412 0.733534536897056 2.78514555738033 2.15455931218751 7.33744368078739 1.44865491909575 9.28506856707546 2.81619350606673 1.79011519326646 8.34226597101797 15.0349230806373 23.8175069358851 7.77090608383245 11.1454138972074 5.90261761270772 8.23279949018057 10.2789226253406 13.3518183821211 3.06028812682732 1.91674709644582 0.406047270166137 3.23113489051949 5.30392662695296 13.975616245566 4.1444123587251 4.17145760996395 22.1390652891508 32.510538933308 6.59290992606067 3.50846754048938 5.63587978840278 3.3904380600103 8.77600685372112 11.2209642152515 2.85005152255551 30.2486111977389 25.7132165605795 16.4808079279014 3.86155015486249 9.30587061986953 3.49270598943669 23.1540245686883 18.1952582973428 3.75003973319228 3.58269531284648 1.89500754862544 1.6698186562843 0.941207540671466 10.7621785182251 3.46039241040235 7.68688071385093 1.50935611222326 3.17555822497635 1.78727151877541 21.7790800450095 11.0791148833643 10.92796742707 4.19708443102197 3.02737551169943 24.0911239316732 9.68340813388418 8.84628440682606 3.43475840041028 26.2375620945737 4.47007818871697 8.24445776668353 14.47401454866 14.6217221791779 8.77666713805508 3.5143817994238 0.9197372273781 14.8494468729855 1.43221901752401 7.20622154391285 27.6023081630029 39.922401908133 4.76053423371031 42.2285198803967 2.50615118690742 10.0563542640048 12.5774397508166 2.22116004119345 6.22431247696066 6.20569031168242 5.54573463950541 3.25902320576143 18.3357504823177 19.554011534241 5.29916254638096 17.4059628844885 5.03531058716879 20.8339136669497 1.19174882876095 12.6191237773526
DMS-114 60.9162994325643 14.7478366303858 14.3767611935213 9.39545722753986 11.3233306054296 44.8515416101929 43.5513008642593 26.9272006892894 2.52246460760017 3.00436526701628 12.7337729725264 11.6940294701685 14.4231756712816 6.05898347809462 27.921143284964 13.2379554390912 13.6622065347716 10.046314302206 9.57434020254953 17.7535706066489 13.9407453790601 13.249937650367 7.35718252314151 9.31297911428805 30.1937163531714 30.6872346597124 13.0998600396199 21.1611245950013 59.9066475399471 10.2489692866589 69.8702885224032 10.0224950576248 14.1812080262917 10.1346003182502 6.34969691213192 49.5818021460166 37.721058487137 37.0791418179105 11.0584331991416 20.2075728393577 49.9999934656242 50.1453358387616 14.60409962248 5.13333305626053 6.2543809406949 6.92747578746677 17.6443894930355 31.1219505417018 18.8212473444966 9.07288679213261 11.3375256063106 15.9587725788535 27.3784523752467 10.2385509688795 11.3485315315926 8.16535736415137 9.59686899799235 39.5722571752413 1.50205231529122 75.9856527803541 10.0967231437817 11.2087804009802 16.683815889449 15.9779330213772 9.05040022874939 45.7719360237457 52.5621067647873 11.4410718602198 15.061702564878 10.211755694296 14.7040186332005 6.59465549536579 14.6575346860524 6.71728949680355 14.8705398729179 4.99558740991288 7.37940394173654 8.00549696632661 10.6939132435613 16.7863699952058 26.0255632630557 10.8559970167454 8.30805138584446 21.8149731646266 21.4002004092104 9.59488334369461 10.0700316761791 16.6126398664773 27.9210254693314 15.4303265267704 15.4866899937492 21.2200215249329 5.8090926054568 15.6645622581761 8.55067485362802 8.87323460514487 9.53700515425806 9.84121734210469 8.43291224461924 14.9124484719041 18.8644502161168 17.5068965866418 11.5562226390559 41.0720281216375 -0.000101521795859294 9.67834406659486 0.000104152596313053 12.6942085109956 23.933048268534 10.0042699632375 68.9255058491256 66.338928674945 4.48139032381902 12.4715010606959 13.07419915686 77.3710684115262 8.79823020219352 17.9110489938251
DU-4475 36.7532589312517 37.0586936943487 36.3206716448241 9.08015844175634 37.8357409328293 9.55268918773506 11.1146229511017 25.5035986076484 -1.30415441175575 -1.55240851926848 16.5139126984955 5.38213429891609 7.36361306784716 -1.45607824859805 10.4663693997851 9.81473099607327 8.24964725258977 19.3669626747284 8.3235140205547 39.2455464048632 12.404988007118 12.4343215070766 8.66427796995196 11.1310078266187 7.791768245863 23.8441722631551 10.7303800695616 11.7342474986387 21.2126029643771 8.90528073105388 13.7230981150099 8.05622945732661 14.4142978388741 15.2187465221154 8.12185307839968 10.0635108885908 9.41993435491638 9.8451716883721 17.4340549155079 21.3412779780194 14.9282267474357 21.2789937940428 58.9247452321255 15.9491073591628 6.33845419218686 12.7823661447524 32.1687007814572 36.2965636927733 6.02146754627682 8.36083823272405 5.03983003995089 1.04733380343204 14.3894146353639 9.48203735174845 20.9880420603823 8.27233188256829 20.7680708692207 32.8836765479982 34.4991255648734 2.27112745107593 8.06697343865557 7.45711764376556 4.29009525147025 4.19537980732144 8.15829465458054 40.6565678871397 11.3880127188466 5.6869188458833 8.25673132826689 7.34569020308531 6.81292789494879 5.79583477554848 40.8041268904566 7.8845075671403 11.4471094423854 9.52888104244311 8.61654892210575 8.12747400506228 8.74802355777216 18.4317635078152 10.8144843694302 7.19968628482243 7.35296509122727 40.4071096883536 8.35309567010134 10.5827489637049 9.584225911794 8.82936474829762 0.960041925133271 42.0710602491487 9.31707167296404 37.5001699571365 10.700115057081 33.3751722773856 8.40323436437881 4.50412221603083 8.68812526869047 11.7508589567119 4.10003551739928 6.06381382841423 50.6896677834583 2.45320241745218 14.4292669642068 10.5238612978254 7.45715606594972 9.34261002511664 22.3137514983137 58.4411048239985 48.4127304138611 8.75129621029009 5.95256343801005 11.0841789255618 6.06842397976748 7.64277319544948 1.73275986256708 9.68861842000263 6.49873658090501 11.6100082658698
EVSA-T 15.6765377096177 41.5553419033462 49.1196310992583 16.6718141741453 11.6752616069489 12.7625830145981 9.20696892152545 17.6664504157212 9.38348787816532 11.173158872938 11.2146132940052 12.6841668186479 6.12440960715384 2.04777763816915 10.0498899760386 4.53912156782717 13.8282398450195 5.64347413495726 10.9615175160766 14.8881475094803 15.1215256531394 3.11888445044553 12.0482257117192 4.80234811387564 20.8404739789466 71.1118714306456 5.695674929552 55.9999098211912 67.8492295180243 13.3118633587447 24.9528557358081 9.16052241849314 1.65524811414122 12.2512831936564 10.043410764784 5.4159351330059 11.7966256843572 13.8008549079338 14.9527178016542 10.2044685058911 15.1347512435455 32.6966806230877 9.36590591680559 0.0250314243471134 13.9743168633166 2.24700504448802 11.3451825992562 27.898441689739 8.29640146219539 11.6075815390057 6.95191911282966 11.3281067938304 52.1522178973521 9.60251093538229 10.7397352569781 11.3819378331533 12.0492807844155 19.247259989732 3.43573674010626 20.1299841758109 15.1745167294357 18.7086137111543 6.36740737441011 14.9262931896595 12.5117917456731 29.7328540510327 24.8913463641823 18.0607581657101 6.44501030802819 12.9102937652243 16.9290349476807 10.7847459596791 50.8343683621919 8.29749382437821 2.65611916086713 9.0153504749112 15.8162568218022 12.7833381232097 18.5307197695746 12.5922293723478 19.1852331706928 9.13656155107285 13.4781161451009 39.2390203911203 5.98224043786351 10.4505686084571 9.74688260903486 13.7881772204773 1.5127647158208 6.64406059905575 18.0155121894289 24.7011797598133 14.2961279975617 8.20147778581955 12.9581845685902 9.07640415754137 12.9408781746861 13.1277017830847 10.2567201932968 16.2122453696216 13.8673829619729 14.2976823954913 10.4576119380268 9.8815355498879 12.0896160965093 9.66506020052409 12.0975220900051 30.899107505754 16.1227230982952 1.48522208997748 14.9955708515326 6.04061410473853 8.54770532497842 6.06392131306444 8.75041879057297 10.5637964772329 14.4369388665831 24.1000558220675
HCC1143 73.8406177635175 66.5088646735407 59.8539726710609 11.4066569087464 54.8901333824939 15.4919851318218 21.0049132107003 53.5669436641261 8.83244431843625 10.4890102243519 24.8247214232774 8.60395019206166 9.57705591643503 1.62890315727041 48.9302384598401 11.5074079190997 18.7768963992052 28.0711347290445 14.6660725523128 57.8311587518931 18.5133915555292 21.8633793793555 12.5298888031957 11.2243733719435 13.6087584377785 35.850208143799 16.2419663105913 12.7039345307968 16.7506672847159 10.9659458671408 27.3339211691843 12.0815360049484 18.4417974058435 22.6380296606047 8.64853447448819 24.5195675263819 6.665670933126 8.14020103563573 23.655114521229 39.8602083116458 28.9977471229909 51.868559381972 47.9512633169283 21.7083440246208 11.9881382698333 18.8378206401104 63.446525589467 55.1872981858652 9.80474445280403 14.2557908830875 7.69799116754991 7.46819235446263 21.1274980639181 10.1805221281692 32.4658546162414 14.263448454737 30.5668797771648 99.9999384094515 99.9997195962228 11.5424285480686 4.37089980690736 8.31355380488393 7.95797059618306 20.7178635158916 12.8555228981684 49.0335150721358 33.974280334641 17.1664219255524 17.2604869196139 13.0817788758058 16.0377376975249 7.21007010352232 51.1950607605077 15.0108163792171 15.2167970796506 9.75047377351307 12.7109131833938 15.9998221261029 8.55457155875514 52.4981390140007 11.8821842454678 14.8160178995018 13.4722063735041 60.429397211888 34.1680282829638 17.792594101249 14.3632030735567 9.78534714612798 3.64314827925267 33.542273170316 9.45973806691891 54.2064917976343 48.4797885184549 47.5442939915039 11.3259877655992 5.76170152441173 11.6895194954327 13.0195203101177 5.27907577487647 6.64612289445563 48.7161219354455 10.1558867021978 22.7060204972452 12.7116416860033 8.31622615935456 12.7978208603075 32.0864262868658 49.2434180208428 39.8616281318305 9.73525353535611 18.804826011401 14.074302798028 6.80337708718267 6.68412850198897 11.1756148229756 16.3898168239026 11.7168034860234 21.8010232251967
HCC1187 48.0256238845766 57.3678638766295 54.1614986557073 18.8704941284898 59.8854176444152 15.4919174276177 16.2630976298589 53.514663034693 5.10041403623464 6.10104434188238 28.7229992517463 10.73432606492 10.0008479280455 -0.30486300420022 53.8806465804685 15.1646610307975 14.5316729030871 29.8394306190577 16.2992385579002 51.2388087828997 20.3860706452075 34.7726869273993 14.9046154258405 17.1328120315517 20.7238932614143 44.2393255226766 19.1252844424177 14.210324797605 34.1871614701281 18.0113574362005 43.3412730117531 14.8050861994257 11.7025899128057 30.9835462921688 4.10365608395948 19.6195893721633 11.7935317796788 18.3701671627368 31.7919416111665 51.4005133370594 54.1002077468954 66.0430313888391 54.9917725972188 20.106338751853 12.6516907966344 10.7558498416403 46.7460139392601 53.0410130638068 9.7892624870912 12.8882119821623 5.57508488464534 3.39219341088163 34.1567848701573 17.6448089463607 34.5328782173004 14.6502433699449 38.404430095337 95.4836637498969 43.8826750495187 17.3046537613523 9.44120164574689 11.3314710926718 6.52523964767405 13.2586002416783 14.663631029659 44.1286030879568 44.9301797131287 15.3233642300432 16.0761167005277 15.0429821928185 16.997725647645 3.46790195063753 55.918803262824 14.4808915308178 19.3259133661772 14.1186306104461 14.1929896889171 12.7972067789227 11.0532820942976 57.9301112286366 14.736295690707 17.5960398629387 14.624719465992 54.8184023286584 46.8528589090561 25.954028786533 17.8111528268221 10.1698074640858 9.0158977416478 48.8130659676897 14.8959129843198 55.349553718738 52.4418997127106 57.1199106763063 14.408725911778 6.2964140089127 17.3387617290551 23.6296262797921 6.35447427935568 12.439643233833 49.9145582871427 11.0105032182172 24.125666813986 12.9634494905331 10.9699865507418 15.8820385548204 47.4731339380545 93.2992510220522 51.7436340536362 6.70771637487832 22.4170572654495 21.8713941561727 10.1725748091415 7.93562991076853 6.64241134981063 21.1667345712917 13.5897844878627 17.1451348723895
HCC1395 50.4492969253183 50.3109103495662 52.7841246687805 11.3119964056996 51.618299440085 15.9874810037376 22.938855960013 38.0425148377732 8.36485021803157 9.9494988530065 21.373912928862 14.5924206766883 11.5688099414756 2.77284641390547 35.4650538082639 11.4585299741468 19.8968187500149 38.5834408003835 15.2181259773635 53.2151476472147 19.29461563712 30.9850342510321 16.1092236140633 11.5925076367235 20.8962232693325 45.7123368175713 11.2223684178291 12.6347939282636 17.0973083240263 11.7259592918348 25.1957833442745 8.88534141028856 21.2008446479465 26.2537891584233 12.4446929989049 62.7310654287449 12.0290530638102 15.7714458731382 23.4832507426583 37.9743110873157 50.5662464932669 50.4671597721774 55.7629070793619 31.5425929689597 13.9782373386418 16.5965017896505 49.7034939427316 57.8201329024441 8.19701826980824 12.2924396015997 6.18315958051129 8.92973235003721 14.2984620282343 9.16872669541824 37.0461947537188 15.7019339836326 35.9926561969967 81.4940530007742 84.0672042283447 13.5363493438993 6.30809161502703 7.39583442541446 7.4650713558434 19.0100065807142 16.1909587732741 55.0503562534625 39.5543720413142 17.010727385177 18.7497692837516 15.4597076596929 15.4922034107148 20.1625025572335 54.3439363009209 16.1620538239365 25.6893819430394 12.351422003761 14.2850081734489 17.9614175332437 14.2972335740523 43.4861846824239 18.1043119510867 17.1196654721678 15.0490542219099 54.4420116693402 58.7351318616794 21.3464474594853 10.3785593500559 12.383371232886 7.88950472893233 49.1095509847258 18.2383321333817 54.9298481750577 53.8888549386414 47.8542687797034 16.5623686171389 5.61229319402795 15.5383277303017 17.2483434277703 7.7376373793291 15.1933266137746 50.3044771385481 16.6655387363875 13.0639243512886 15.3036472054626 12.1825364928356 9.64092032587125 21.9161599046088 52.6708955912761 44.0003530958631 5.45732764366629 22.0666417471672 19.459025638913 -1.55910670157533 6.17959016836302 8.23332374780147 20.0498808146958 12.0482503584549 15.3052994390168
HCC1419 35.0581355180258 40.5063513698187 54.1376420288235 63.3280686000701 34.8177603652648 10.5312142340884 10.43024731182 46.7221415963202 6.38543899862905 7.55610798543387 15.9323694120242 18.1753716214971 23.7899899328494 10.6813242823969 49.4426414570141 84.0478043947722 13.9946493047927 20.8399919926625 64.6778192245725 28.7954688136411 58.1531074219793 16.394246639095 53.5998040699892 83.6998479181392 25.0796681283726 29.3443002746626 99.9993072801162 27.0942111421987 69.3995714597095 76.6660929601979 54.3149455985013 79.3611205930073 31.890742745301 22.2364673386159 -2.52754003819704 10.8030559359545 33.7789787302848 26.3590475703681 20.9583050637739 35.5865730724302 47.0940196750906 40.5614387960017 37.5753628181139 35.5767738662204 46.3448065966411 54.7612490831325 38.3554293369136 53.3529333841199 10.1056128784334 63.3251749692765 10.0516963099594 9.30201721525477 55.7372951213691 88.8663456337253 49.7905424335262 50.7157693920626 53.1989258425181 53.8188037317716 -13.775701848883 23.3567860782934 26.2841294887116 25.8007024752906 7.10782363542172 57.8907358177855 50.7836126992711 39.8324383895086 28.2192534793468 46.1005613530184 60.0965031932799 58.588303826637 55.8747215246823 3.78745990139306 40.917166068848 54.55531857547 55.8914774946891 66.3275632285987 58.6662806677966 41.6714890911692 19.3541437144686 53.3140251500316 24.8464644544414 41.4212347889244 51.7175849358779 37.8208015920997 23.6270346778586 63.2664117884404 76.8648369444639 22.5706665077038 21.9444414834304 33.1306167402862 31.6432295115483 49.2056318225206 18.5003905928888 33.5978591882556 56.1269160386661 19.8919041899658 57.5271187612554 68.8302504054222 19.5133789488095 24.9786460972336 37.6516715690208 21.1247021825525 25.01379692081 26.9237470461068 35.0513592020059 77.8423272227845 39.6262553995636 52.1033579612801 33.7679841844215 14.2872435433787 27.7644265615907 26.9153771121811 1.61911886794524 16.7938316910266 13.7379049868986 34.6919393741594 61.7634029252009 15.7824728002996
HCC1428 65.6885775207182 70.8581111891007 67.7310558036844 16.9291636099207 58.5929194839472 19.9929399676325 21.4236637156991 75.3408916170047 14.0590121522531 16.743049984338 21.2242631585813 14.1289508926766 15.542355371085 4.49424080531531 61.3173581745103 19.8759933900247 23.1611980732827 29.9538639267275 18.3192483441971 65.878395233102 20.248223722263 25.1628580756209 15.2357577125151 16.1096046580007 18.7953639471449 40.8300105190622 25.1307914629669 22.5429521271579 33.5340698215919 17.5561121949878 41.0109012081134 17.401966628288 25.8825168106445 29.691716806107 8.88695974193738 34.5808723865754 20.8872388335514 21.7783796091188 29.8151572090989 51.9835801359624 30.2260868556345 67.5105856658805 59.1261499478087 22.5273822199783 14.2707417312235 22.3222666848039 59.3194505038182 72.9559107128809 14.5733338130097 16.074460472449 6.12665989035475 9.85641077274146 30.8276074759556 17.8547838834135 34.342923407273 15.8663740386258 35.3022479834015 94.9209357412276 45.810542961597 16.0619343895025 10.9036441746181 13.4498714833368 10.4243423496104 26.3652455893399 14.9227376834948 67.0542814694345 41.2161249907185 17.0773388757275 21.7578558126213 16.4676248172442 19.0963989361538 7.83247933963122 70.4458332212174 17.9247985260425 18.3012595480088 13.9233475985762 15.7720743313493 14.9450133707391 14.2632263891354 59.2748214781545 21.0146099919068 16.3671985399195 16.1504841470222 64.7361662438512 59.1872978637283 24.0764946539943 19.2141068946712 12.724020057642 12.12178733393 67.721743783685 15.9596527515358 75.262286387031 59.3281366675361 55.8691718546703 14.2073344622034 10.1665025411196 15.5703389588585 21.2634643115454 9.57711056664855 14.9240043376017 65.8398336570736 16.3218330202942 22.3068252172356 15.5488244252594 10.099855415228 17.569144613153 44.1708707352676 73.6996811132037 46.4630727933666 8.59588748510354 28.2385225749443 22.3446872661187 4.51418608573415 10.3800864175403 11.3650672437998 29.8076366629744 16.2183386447371 22.8104995863838
HCC1500 39.3629093035389 38.5144085128525 44.1685200247538 47.5130928796894 32.0054498279766 15.1303476148949 17.9810262854956 27.956778159135 4.9115883665275 5.84778731549878 17.4754921333073 13.4383407909232 14.8325338795161 5.22914751607277 34.8735207875631 55.8766366496961 10.8868983988248 26.3830673344649 57.7812664996856 37.0281047165489 68.5553619748727 26.2890362200424 49.1622288134126 54.2033780217804 27.1250627690022 49.2976746780561 53.8145067028942 30.7974815145471 40.526570164503 55.1428561181398 44.6362538267056 53.1995828467014 51.8722096408544 19.4522045208341 3.2980055472654 24.015035582766 18.638234178485 16.2363925790781 18.7246599651245 28.0448253462364 41.9950112093826 44.7365357807926 28.4620805533265 54.1623529379398 50.4457925569703 48.4801150085375 28.8684344704532 39.1634626838541 12.4139839560189 44.6887816628936 7.7868434910138 10.6972150070333 28.8303909948861 48.4515658685612 62.6741156225538 51.6607474032308 50.0808552577113 37.7370032140851 18.7277294256918 21.027190410911 13.8586789169595 14.8800227471154 11.1275205068645 43.3594874037946 51.7275500069072 35.6517837828052 39.6617710232395 49.9263168308731 57.2254206956969 54.850881759495 55.7730627368463 8.01298200138644 42.5356847209952 51.0956660077862 55.2898102375607 48.9318630268124 43.1683453057518 57.7417720196632 14.685751325909 36.2748156596511 18.5467289109833 42.0149870174142 54.8873742518699 36.2229118715626 28.2794203605141 50.600236171721 55.541056201617 14.4873037365817 15.9196790904323 29.4908289693171 14.529324299604 35.0353178427487 21.1345065913825 31.0966887991431 56.4111311071468 11.9491854775043 57.2000307050531 46.9904663746555 9.98973601520634 16.1252240962624 29.0668384203009 12.4684576900595 13.2204123983611 14.4677017810873 35.8237953786536 50.3601240210479 19.3395098922805 29.9987128580986 25.7222562311976 8.70858732915396 23.5972151183308 17.2189267143469 5.5657082906527 10.8040219787925 10.6697073357465 28.6639626955094 51.7575436826195 22.8431160736529
