,22RV1,647-V,A549,BFTC-905,BT-20,BT-474,BT-549,C32,CAL-120,CAL-148,CAL-51,Calu-3,Calu-6,CAMA-1,COLO-205,DMS-114,DU-4475,EVSA-T,HCC1143,HCC1187,HCC1395,HCC1419,HCC1428,HCC1500,HCC1569,HCC1806,HCC1937,HCC1954,HCC38,HCC70,HCT-116,Hs-578-T,HT-1197,HT-1376,HT-29,J82,KATOIII,KMS-11,KU-19-19,LS-513,M14,MCF7,MDA-MB-157,MDA-MB-175-VII,MDA-MB-231,MDA-MB-361,MDA-MB-415,MDA-MB-436,MDA-MB-453,MDA-MB-468,MFM-223,NCI-H1299,NCI-H1437,NCI-H1563,NCI-H1703,NCI-H1793,NCI-H1975,NCI-H2085,NCI-H2170,NCI-H2228,NCI-H226,NCI-H2291,NCI-H23,NCI-H3122,NCI-H358,NCI-H520,NCI-H522,NCI-H747,NCI-H838,NCI-SNU-16,RKO,RT4,SW48,SW620,SW780,SW837,SW900,SW948,T-24,T47D,TCCSUP,UACC-812,UM-UC-3,VCaP,VM-CUB-1
CAL-51,76.7941293599334,143.391583906269,176.122964717601,177.523299951484,162.327176928145,233.040722575108,214.168131582953,105.8550408889,285.542587742131,97.9450022419652,0,238.68880053485,154.854023454616,105.655922454675,271.929438638588,236.440251293503,359.58674691961,204.055087109842,298.311284347016,182.222584964341,186.820945777969,342.058646910223,319.664710996833,119.209468475388,216.931488046768,145.723003322912,410.793267511296,445.788650182628,101.257296939964,410.319910703518,50.1524938664373,156.930101320576,252.058186834004,535.926606457605,216.590166113552,314.428566117809,309.600389989031,245.885386025663,266.102959603857,94.6940741304962,203.145835336213,217.794694308684,226.913557053375,334.117218141279,178.430554037329,195.730728091177,191.661566211569,235.402611177059,427.740564029136,220.030901126111,214.948392779682,537.886560533546,215.186177705983,324.609556624393,122.11627267474,250.739105344525,222.558398921945,170.475773380323,634.901692877592,345.339523126608,79.6498219580245,192.353955471654,205.069052485672,367.370078273865,146.903952787344,454.003587090054,150.418593310896,210.14921997453,136.090146905545,319.547051967411,59.215193978172,335.100850410316,43.5733521222125,89.4329895225612,303.299820627915,97.6854840476713,159.0053015421,205.516619998149,278.175874657475,198.785336301653,218.253628138919,223.75297174074,270.798855102632,267.459668913683,74.4417823208614
Calu-3,236.972544511106,202.611596605752,175.071212725183,193.503304353179,212.197342944281,213.585277618219,214.987528102962,252.082221046672,224.639087147795,237.909438716331,238.68880053485,0,195.884384304149,250.22236044174,232.081525141129,200.964729775865,261.622500643046,214.138234550894,230.916095380631,219.969583227151,213.172801385071,266.599899800125,256.667540256738,294.517655114985,191.050199187642,236.50949991087,285.910277663427,334.721031569202,276.153620407194,303.392361658777,237.475000769077,194.923401762575,222.751445069885,402.217039109689,187.364010762697,221.527343979829,220.56569414637,197.812205109965,210.774575777147,230.224704928682,177.977966021891,218.543165786649,230.955720517388,245.364615143885,186.185699350907,208.42480257205,196.984371793118,240.862198377334,316.610679855026,221.813300569017,243.1539123062,415.762062903848,193.990543350361,222.912937351444,218.89229434286,176.971022069051,212.893219536687,198.505715301782,501.979650880964,240.367795878571,250.15877793098,189.465125416649,191.667054994157,298.471146334394,199.30375339786,325.629389170451,192.505467737535,187.787100743138,222.131439639246,236.360092049464,234.785591700273,223.968431629779,228.213863322898,225.76230975674,207.323988667474,258.713795020284,214.647638797988,210.919028095973,210.454349537558,188.394560435888,187.697848801444,211.448417813375,211.384195989873,221.131603875528,242.71793281136
Calu-6,146.902769570481,154.155690960836,141.118041210452,154.920624079805,164.460974325752,208.893255024848,187.195973293221,162.864464253224,238.425449696402,162.33092984249,154.854023454616,195.884384304149,0,176.919855676437,218.98884888735,203.198179775594,294.61467944277,178.001444955614,243.967141433676,176.686979388071,163.483284065949,277.166805956296,269.007248541606,220.24947667325,181.55240942208,166.776464180834,323.528964985766,382.623990824899,198.908451284481,337.653840206945,153.10855832778,151.490356846224,198.616623041712,450.536831672825,175.422493297062,246.748174072538,243.252005986499,207.334352598082,200.934933319264,137.992348928162,154.7788447525,178.810910228865,208.253741614133,271.588213749455,159.404768588151,178.029723394103,191.293960222243,210.651409227801,360.246262012422,208.078880623659,220.581726055088,454.688636148199,177.132278560232,247.837755036117,162.646124935881,177.67087425288,180.555305316428,146.651566284201,542.46131697076,280.12729217026,158.734500807387,156.398950811573,168.882815834915,296.947970983133,142.825282524013,375.446053994454,168.501564277233,172.901913133051,148.225424349828,267.773673774423,150.279546139302,253.327198205329,144.778526468991,140.465635528119,237.538265805917,186.896390829114,148.384249742216,169.539197357756,226.750768211492,171.93210152984,166.480153368921,220.892971610974,200.157046312192,207.996111443565,154.53672596663
CAMA-1,120.879216880122,169.277228849924,197.23872644705,194.242956071633,179.946638124188,245.381779284498,228.871844588796,125.695174616972,299.509613816266,129.295771600193,105.655922454675,250.22236044174,176.919855676437,0,280.30871798166,239.732439444361,364.729987364048,219.503015463301,306.736178406563,203.558746903958,203.605294613669,348.842224367078,327.942630084035,140.516163495766,221.873078742727,167.837710526894,415.636207786712,447.684619342602,129.087683948449,418.950734928877,106.664277712062,172.005205362945,272.078916672516,540.924138033153,230.867783691943,325.736387110067,327.891537329004,247.506916237731,267.064677889633,116.97028461529,223.029077118156,219.393723447439,242.793177937598,336.903634131292,194.774877436809,213.574831879193,218.566917678587,260.945359659417,431.46747251498,241.346543742476,231.788373949993,547.45258611531,217.878242141244,335.864002712526,143.715822837623,264.461581673798,233.854982231374,183.840613160394,639.726916885662,355.119255692357,121.67500271701,214.65815824284,216.593387455618,377.35284149023,168.568037362053,462.095228299811,169.401996558745,227.271917404657,154.419949196632,336.128063986845,109.933133577067,344.411689633558,110.084541910249,142.81613194848,321.438402490198,128.11139121772,172.309060985293,238.037583320428,301.714272088575,208.128264700761,232.991693182478,251.141980487661,286.507561952502,279.742382208433,114.552110322647
COLO-205,262.600499921285,225.046038285972,208.467252219211,218.88481021381,235.153344136284,254.828774742506,219.215108349821,273.887859356659,256.085551271457,262.43418193137,271.929438638588,232.081525141129,218.98884888735,280.30871798166,0,233.807622211609,244.864574130818,223.047868968072,233.953135947541,228.99427276251,233.461321871726,261.631033947018,267.591064504756,336.779256998191,198.875823601942,253.771251667573,269.791753467376,330.422690809312,304.058488926395,301.064143021963,267.150012150403,229.274498198215,201.539263607189,371.23299462746,189.468150329227,205.154394348172,220.08455625671,217.952336458561,216.17078360275,234.805490607519,189.811170738143,224.561575653325,233.117903585943,242.969954707491,210.378587073215,227.707144722112,222.211869832521,244.774584802281,292.069914410973,239.182428278461,280.650115773605,403.533697722811,222.557909292309,224.916002397146,247.604751592802,202.210857330666,236.393571086121,225.066007107505,464.395524399631,251.409514677589,285.866103239366,233.73167722347,213.258895172641,279.122316720505,201.610412081135,317.877156321238,229.573273823876,193.617836678044,259.43508413328,239.160092161219,260.908973376949,229.410707744383,264.987129400939,251.786391022985,209.746748647902,296.334455534051,231.14235182486,201.207002060899,194.673553570035,216.024054592733,188.917428012206,247.390353515258,211.371672756282,211.722939319599,280.357531958008
DMS-114,232.585846217639,200.430096792123,185.27620739377,191.063823425277,223.155435683706,234.163051892275,198.827554482322,245.409017794556,227.650147456549,223.396281304604,236.440251293503,200.964729775865,203.198179775594,239.732439444361,233.807622211609,0,246.278341993108,195.682759557837,242.449834793106,189.986452365606,213.648132645411,264.751094989355,240.715468700268,298.330188559605,184.886101168682,231.052522942028,290.31513557588,335.657547893851,275.208635768805,310.731719426686,230.616724509865,189.398812727167,211.966656744753,398.133585074445,181.567392397053,226.180656019129,226.335709914182,199.057195284505,196.993689319768,228.039706058899,170.415054104741,216.437212398446,214.430112487609,245.417296682811,182.649630416944,207.245384341668,195.994932415459,229.522124550795,321.292701660812,206.551625602554,234.402257319126,405.018648129184,192.98363651109,254.996521717607,209.785880908464,201.572662457947,210.161170075898,202.329096282518,504.61051193425,254.05908939728,246.247359672068,202.283675679353,180.006468145017,291.674868136152,188.895503072379,332.051612192073,184.580962504097,199.906623385541,222.650266825252,229.415084008943,225.877104984963,242.32449551009,227.948361366885,221.770339289703,213.273729302704,265.814123508606,208.199132565385,210.961849844042,211.086832582299,201.796545451548,186.583266751046,220.544141791182,202.698455741187,202.928057954786,239.664055806991
DU-4475,350.056121856459,305.223085979655,265.612603440594,277.451500983893,296.04700313967,301.907857253332,253.876478472429,354.387790775123,278.265672440577,324.047941560182,359.58674691961,261.622500643046,294.61467944277,364.729987364048,244.864574130818,246.278341993108,0,259.556778262027,251.335992976952,266.940327106842,282.409860321772,272.018111772593,250.08555975026,427.674889742323,239.182811830235,336.718435135484,209.870104583962,253.83591963868,397.051505728808,223.586761394103,357.626775632626,285.21543737874,247.519383372176,288.097783747112,237.127028696209,234.570898910431,222.955895170036,226.705908354347,229.858442428686,331.193471360278,227.702791320804,274.902587620566,247.691486947112,178.428783005828,254.164665611383,296.886401826652,262.051777357131,269.637586313017,213.769972546218,263.05501098435,321.535383304681,340.444789787528,246.778865346145,230.52995368477,323.967787181584,216.33731490466,253.136606941981,283.92884078273,361.527545801323,198.946604535959,380.881910982884,258.042659052968,251.573989229945,267.18566524786,272.068457125836,241.70840967711,284.10343052809,239.925108454101,332.301907765596,187.387047308389,344.820938907208,208.920950239739,344.109044637627,334.499401784011,188.148114071546,386.885937941707,285.179745263818,252.956963410699,201.227398258729,270.310114133027,227.629275797015,282.854227515516,234.879342009261,241.097613618944,370.005852929255
EVSA-T,204.229750718624,185.199544189382,182.707918988116,178.442967029803,190.144222785343,212.821306013354,187.250924675646,203.751163447872,219.468991109282,198.538413245168,204.055087109842,214.138234550894,178.001444955614,219.503015463301,223.047868968072,195.682759557837,259.556778262027,0,233.438235384999,178.236202595455,173.646126559083,249.823091499605,233.159725165573,266.687408453428,173.346179348764,194.339511391959,301.04506347718,331.946244284988,239.669704951021,294.37283845361,202.729527979106,167.778650641659,195.025470782728,412.025107289405,164.312770482744,229.167076239921,221.828906951181,191.629960870976,201.515842343331,194.898880310748,162.509479674057,181.624950052008,190.593275558093,239.022810570538,152.757173190834,193.704542495646,177.248456135759,213.008842206131,324.426042887144,192.895240578078,235.503086313945,417.813749056149,178.487890721261,246.515601753474,178.135496108214,181.552445821931,187.727789262954,176.280234551499,505.803300112034,260.191692929411,226.870893828043,177.172886481503,172.259563140486,284.016309047696,165.875722827593,343.727478336804,172.042535554578,177.79130619293,199.23951032376,223.878254241281,188.466521442631,251.001862197254,192.032973845556,188.77419045439,224.53865158813,230.331416999305,180.955668570838,174.936836769634,201.210030416578,193.209945447407,165.743529273387,201.58508489492,185.806331327152,203.477404435487,212.221994780923
HCC1143,295.091422809045,256.28805536075,224.38451202327,232.578791083418,256.182168570435,267.954294154182,231.021305236925,309.924239559306,233.323719092803,292.939983040257,298.311284347016,230.916095380631,243.967141433676,306.736178406563,233.953135947541,242.449834793106,251.335992976952,233.438235384999,0,252.93925879987,253.251865033471,246.0918891984,246.991382405038,358.296190375563,222.227088147944,278.607874369589,260.053742656001,322.754435240356,329.193448297253,284.135762360397,290.828173661273,242.874742467667,209.113652922995,357.732717651358,212.951905425563,221.26830352873,234.599234182962,222.338728596638,210.558654904801,288.569724972878,209.39682488188,244.170853149632,230.064050510772,224.802793153589,231.043987504908,248.89336000954,232.639266422273,257.249717048271,269.21557929415,241.299117065401,297.836209166825,364.320478522367,220.37840924934,227.020822047503,259.954732117771,202.591554386853,241.036611352198,257.541118122791,461.309530267854,242.430445344895,314.611392530582,234.96823773408,221.377409202249,262.375543582939,236.105490370369,296.49566001487,250.615422864025,220.490206837107,270.553729672413,232.557091118823,282.229674415938,224.189151318035,291.123582846302,280.018656340875,204.547351733513,320.822997163932,257.884450198214,248.827576764454,194.391158046751,241.2601745953,211.304037546212,254.352221819922,205.327537734055,232.525922511159,304.670796508262
HCC1187,178.398004153617,164.083006713155,178.165475588045,180.825578611128,183.56797555124,226.965473407903,160.983603108425,190.033658658422,243.335284124396,163.810125804117,182.222584964341,219.969583227151,176.686979388071,203.558746903958,228.99427276251,189.986452365606,266.940327106842,178.236202595455,252.93925879987,0,190.439694248726,294.979225758145,272.759939158837,245.165110492708,182.874019880643,186.559477852877,329.326804928784,366.008989437358,219.526184355762,319.654406473514,183.766245713213,161.476037269509,205.957390684056,440.606250335166,177.547846230142,252.763235895917,245.628808435184,205.845545365561,229.304689701657,167.447872328625,172.344784080154,214.468715172889,195.178539216686,257.83430613292,163.387803692677,216.204748258702,180.239853464882,203.596245553645,352.1319949292,176.663911798629,237.739903974475,455.99235872803,200.673285449291,273.074537166947,172.096815250677,219.355258644815,196.272381576262,168.27320846092,524.555846512604,275.961119723619,202.752618133264,193.89603692402,194.318770384709,320.666118037197,168.515490823393,377.157722055514,164.347808063782,178.335870176046,194.770602127397,247.104197814496,169.899900128626,267.861295341186,168.292987009434,165.513984338396,243.048351225273,220.425975116494,180.504992299055,185.000389536651,222.705554953117,198.840886284378,177.966878245839,221.645601282539,217.373121904819,217.826043332627,190.458460284182
HCC1395,186.341062228428,188.663869130226,179.200922131121,165.241592737348,191.395798165211,218.994340797379,192.377698571777,180.848704834758,245.35528370211,186.045698610286,186.820945777969,213.172801385071,163.483284065949,203.605294613669,233.461321871726,213.648132645411,282.409860321772,173.646126559083,253.251865033471,190.439694248726,0,277.126432750688,274.510633728112,244.879194260429,178.796277550335,200.16520969621,317.978468522969,364.464497710703,223.071047188837,316.50599187234,183.022880749185,166.05589241073,215.204806400475,443.151575078471,185.276521047691,261.829664502158,239.307818681184,203.890421717045,205.570710306644,175.257136488533,166.97173077613,190.351011394314,204.285762232091,263.22452772897,172.246856421436,194.034035403836,183.06571604894,210.431848368982,344.856165815197,217.214605916622,236.428844675718,450.606441534779,198.179759066624,263.521241915566,179.482007323319,194.71112109542,190.57268869876,159.618572730339,527.782267024771,285.679878561962,204.706332926646,165.526378617335,179.807123051458,298.220435587993,158.074919720464,372.972002078279,174.718529790023,197.372854297681,181.306119626129,246.53061683017,175.547363600359,264.921762052764,171.912774002954,177.314217940256,245.178152086588,215.91358798445,171.329790609855,194.214721768591,229.152754468382,206.856376893775,180.447372568183,229.402346777394,205.765464810022,214.754265674182,188.289749216035
